data;

param ns := 20 ;   # number of simulated "individuals" per market
param nmkt := 94 ; # number of markets
param nbrn := 24 ; # number of brands per market 
param nk1 := 25 ;   # of observable characteristics
param nk2 := 4 ;   # of observable characteristics
param niv := 21 ;  # of instrument variables
param nd := 4 ; 

param ActuShare :=
1	0.012417
2	0.0078094
3	0.012995
4	0.00577
5	0.017934
6	0.026602
7	0.025015
8	0.005058
9	0.0053318
10	0.038068
11	0.0083477
12	0.0065962
13	0.030117
14	0.10005
15	0.013234
16	0.023643
17	0.008662
18	0.0026995
19	0.018943
20	0.010846
21	0.0078499
22	0.00073173
23	0.0094905
24	0.04657
25	0.0025965
26	0.076963
27	0.026425
28	0.0016032
29	0.0039516
30	0.012406
31	0.0045836
32	0.0061714
33	0.028987
34	0.02434
35	0.032212
36	0.003593
37	0.04279
38	0.0050369
39	0.022667
40	0.054034
41	0.0011441
42	0.0022035
43	0.003243
44	0.015989
45	0.0081645
46	0.0064368
47	0.027149
48	0.0021284
49	0.0016149
50	0.013691
51	0.0080688
52	0.023215
53	0.10528
54	0.10408
55	0.027773
56	0.0049423
57	0.022149
58	0.008621
59	0.018974
60	0.0041348
61	0.023049
62	0.0072402
63	0.046323
64	0.0053878
65	0.01026
66	0.010603
67	0.013104
68	0.14667
69	0.014203
70	0.01769
71	0.024737
72	0.006766
73	0.0016258
74	0.034929
75	0.0015877
76	0.021592
77	0.03086
78	0.011325
79	0.041879
80	0.0056845
81	0.010697
82	0.022579
83	0.068566
84	0.0010338
85	0.013231
86	0.015558
87	0.013218
88	0.0094086
89	0.0078892
90	0.0097714
91	0.015416
92	0.028194
93	0.013363
94	0.0030878
95	0.038454
96	0.0043769
97	0.030436
98	0.036777
99	0.0080038
100	0.0099045
101	0.019818
102	0.00454
103	0.083069
104	0.014325
105	0.011669
106	0.082069
107	0.09285
108	0.0009314
109	0.018098
110	0.0056746
111	0.0040679
112	0.0047371
113	0.0061905
114	0.0061782
115	0.012495
116	0.02809
117	0.0076658
118	0.0050945
119	0.041813
120	0.060124
121	0.002741
122	0.059546
123	0.0057676
124	0.0088387
125	0.076376
126	0.0064366
127	0.0018559
128	0.0054214
129	0.01009
130	0.007958
131	0.018025
132	0.0051555
133	0.0040854
134	0.056819
135	0.01153
136	0.023502
137	0.0040314
138	0.0013183
139	0.0030815
140	0.0089653
141	0.0079757
142	0.0067057
143	0.034906
144	0.049718
145	0.0026377
146	0.01974
147	0.012036
148	0.015228
149	0.021278
150	0.008787
151	0.0060948
152	0.010831
153	0.0077949
154	0.043367
155	0.020382
156	0.0071874
157	0.02031
158	0.095447
159	0.0048181
160	0.0064809
161	0.010259
162	0.0021487
163	0.024147
164	0.065909
165	0.015111
166	0.039924
167	0.012462
168	0.0037094
